genre,channel,sender,date,message
chill,#enviosity,scrtt,1497902086993,Tuggg_Speeedman enviBruh
chill,#shenryyr,grinbringer,1497902087480,"White_Knighty , russia thinks it's good. does it count? :P"
chill,#enviosity,tuggg_speeedman,1497902087688,enviLurk
chill,#enviosity,noeyfn,1497902087713,Good guy jbman
chill,#enviosity,elasteelart,1497902087881,@scrtt :D
variety,#totalbiscuit,benzine90,1497902088556,cynicalBabyonions cynicalBabyonions
chill,#shenryyr,jegfaaraldri,1497902088968,lol
chill,#shenryyr,shenryyr,1497902090951,!rainbowstalin
chill,#enviosity,treesquirrels,1497902091555,sub chat monkaS
chill,#enviosity,gbguy,1497902092553,Johnny78914 enviV
variety,#totalbiscuit,necrolord79,1497902092956,to be fair 3x death door was pretty lucky
variety,#totalbiscuit,banhat,1497902093281,so does it count if the spider tells you to fuck off?
chill,#shenryyr,shenryyr,1497902093449,FeelsBadMan
chill,#enviosity,shotgunninja,1497902093870,Tuggg_Speeedman enviV
chill,#shenryyr,ritualsauce,1497902096332,danLUL
chill,#enviosity,spyboy690,1497902096477,ElaSteelArt do you do art or is it just a name?
chill,#enviosity,gbguy,1497902097650,TreeSquirrels enviV
chill,#enviosity,neokraz,1497902097752,Guys we get to see Owen again. enviG
chill,#shenryyr,novirtue1980,1497902097968,lowcoF1
variety,#totalbiscuit,azureblu,1497902098343,yaay
chill,#enviosity,elasteelart,1497902098592,did i come on greeting day again? PogChamp
chill,#shenryyr,q_q______________,1497902099571,LUL
variety,#totalbiscuit,strictmachine,1497902100747,cynicalTerror covered in spit
variety,#totalbiscuit,halanaestra,1497902101186,We already established that Nuffle hates you
chill,#enviosity,johnny78914,1497902101218,@gbguy KonCha
chill,#enviosity,gbguy,1497902101996,SpyBoy690 enviV
chill,#enviosity,shotgunninja,1497902102125,@TreeSquirrels enviV
variety,#totalbiscuit,rym144,1497902102382,not even close
chill,#enviosity,scrtt,1497902102860,subs enviS where!? enviS
chill,#shenryyr,hoodwalker,1497902103012,!rainbow
chill,#shenryyr,moobot,1497902103132,Hoodwalker called for some Stalin - rainbowstalin5.ytmnd.com/ - http://stalinfacial.ytmnd.com/ - http://secretcommunistforest.ytmnd.com/ - Stop Stalin the love.
chill,#shenryyr,mav12222,1497902103401,!rainbow
chill,#shenryyr,wh1ppets,1497902103828,Wow
chill,#enviosity,elasteelart,1497902104136,@SpyBoy690 i do art :D
chill,#shenryyr,cdupuy1234,1497902105086,florryjutsWIG
chill,#shenryyr,mehdi_fr,1497902106895,25000 Bis = 370$ :o :o shenExcite
chill,#enviosity,spyboy690,1497902107108,gbguy VoHiYo
chill,#shenryyr,fyropyro42,1497902108039,shenLUL
variety,#totalbiscuit,sprinter220,1497902108331,get outta here spooders
chill,#shenryyr,shlomo122,1497902108640,(ditto)
chill,#shenryyr,minimax54,1497902112124,shenFF shenFF shenFF shenFF shenFF shenFF shenFF shenFF shenFF shenFF shenFF
variety,#totalbiscuit,lapugenero,1497902112361,equip
chill,#shenryyr,vinnieuscheesius,1497902113520,@itstehfruity yehhh thats all we got danLUL
variety,#totalbiscuit,mightybnuu,1497902114297,"X-Com, Baby!... erm... Darkest Dungeon, Baby!"
variety,#totalbiscuit,azureblu,1497902115849,spoopders
variety,#totalbiscuit,lonerarchon,1497902116896,nuffle hates everyone
chill,#shenryyr,shlomo122,1497902118306,Never lost it @shenryyr
chill,#shenryyr,mshum5,1497902118479,!stalin
chill,#enviosity,spyboy690,1497902119392,"ElaSteelArt oh nice, can I see your work?"
variety,#totalbiscuit,greytalon,1497902120670,Bad luck is bad
chill,#enviosity,braymond84,1497902124122,Let's go.you can do it. I just got here
chill,#enviosity,nightbot,1497902124323,"Braymond84 -> Ooh, that's gotta hurt. [stop posting links] [warning]"
chill,#shenryyr,chrismen3,1497902129791,No more rainbowstalin? :/ FeelsBadMan
chill,#enviosity,gbguy,1497902131743,Nightbot enviV
chill,#shenryyr,willtellu,1497902132447,dem stalinade
chill,#enviosity,elasteelart,1497902133110,"@SpyBoy690 sure check out my channel, i have some links there"
chill,#enviosity,shotgunninja,1497902133842,@Braymond84 enviV
chill,#shenryyr,white_knighty,1497902134386,shen does not know his own chat's commands
variety,#totalbiscuit,the_dawnseeker,1497902134655,"killed all the spooders, that's how you get a plague of flies"
chill,#shenryyr,mav12222,1497902135394,!rainbow
chill,#shenryyr,moobot,1497902135490,Mav12222 called for some Stalin - rainbowstalin5.ytmnd.com/ - http://stalinfacial.ytmnd.com/ - http://secretcommunistforest.ytmnd.com/ - Stop Stalin the love.
chill,#shenryyr,brilicka15,1497902135806,!qoute
chill,#enviosity,xxicayxx,1497902136895,Envi when are you going to play my puzzle? 4Head MingLee
chill,#shenryyr,itstehfruity,1497902139596,@VinnieusCheesius #filipinothings
chill,#shenryyr,novirtue1980,1497902141630,Is that Greece invading south of Russia?
chill,#enviosity,spyboy690,1497902143202,ElaSteelArt SeemsGood
chill,#enviosity,realrellek,1497902144394,!violin
variety,#totalbiscuit,regnir147,1497902144803,you should throw away some of the leftovers time to time
chill,#enviosity,wyndour,1497902154878,DONT QUIT
chill,#enviosity,gbguy,1497902155284,realrellek enviV
chill,#shenryyr,omega13ful,1497902156101,!quote 1
variety,#totalbiscuit,crimsonfleshbite,1497902157382,He survived by the hair of his chin..........PRAISE CTHULHU
chill,#enviosity,scrtt,1497902157723,SpyBoy690 shes has an awesome art style
chill,#enviosity,neokraz,1497902158331,Good afternoon @Enviosity Hows it going so far enviSmug
chill,#shenryyr,shen_chair_bot,1497902158347,"ACTION Quote [ 1 ]: ""Sometimes im an idiot and other times i realise im an idiot"" - Shen"
variety,#totalbiscuit,junberry,1497902158795,Vamprie merc would be pretty OP :U
chill,#enviosity,shotgunninja,1497902159661,!skip
chill,#enviosity,waisillenst,1497902162741,lol
chill,#enviosity,wyndour,1497902163999,GO HARD!!!!
chill,#enviosity,spyboy690,1497902164832,scrtt FeelsGoodMan
variety,#totalbiscuit,straga,1497902165050,"I imagine that ""weakening"" means they will spread the curse"
variety,#totalbiscuit,halanaestra,1497902166528,Crendor needs his blood fix
chill,#enviosity,elasteelart,1497902167316,@scrtt enviShy
chill,#enviosity,noeyfn,1497902168408,I just found out gbguy and NoeyFN are the same person and I'm glad I did
chill,#enviosity,gbguy,1497902170130,Neokraz enviV
chill,#shenryyr,willtellu,1497902170517,damn that is hilarious
variety,#totalbiscuit,marinealver,1497902174044,Untill they start munching on your non-vamp friends
variety,#totalbiscuit,nexusthe9560th,1497902176317,"What if they turn into a vampire, but will only go the courtyard?"
chill,#enviosity,gbguy,1497902176335,I just found out gbguy and NoeyFN are the same person and I'm glad I did
variety,#totalbiscuit,doonbackfighter,1497902177121,They sparkle in the sun...
variety,#totalbiscuit,regnir147,1497902177943,do they become part of the vampire mafia?
chill,#enviosity,6feetunderground,1497902179277,!fu
chill,#enviosity,shotgunninja,1497902180012,!sadtrombone
variety,#totalbiscuit,greytalon,1497902180046,Ow
chill,#enviosity,neokraz,1497902182199,@gbguy enviV
chill,#shenryyr,ritualsauce,1497902182825,ytmnd danChamp
variety,#totalbiscuit,straga,1497902183264,As in they will feast on someone to sate their thirst
chill,#shenryyr,jakesfield,1497902187353,rightclick his tab to move directly to the unit
chill,#enviosity,derpy_ponies,1497902187813,good try <3
variety,#totalbiscuit,dopeyledwarf,1497902190605,Time for crendor to get his Blood Bowl
chill,#shenryyr,vinnieuscheesius,1497902191291,rip bob who whipped when he shouldve nae naed
chill,#enviosity,treesquirrels,1497902192724,ROFL
chill,#enviosity,are_you_douu,1497902193117,gaybowser
chill,#enviosity,elasteelart,1497902193941,lul
chill,#enviosity,treesquirrels,1497902194325,THAT TIMING
variety,#totalbiscuit,theslikbandit,1497902195840,ooh
chill,#enviosity,gbguy,1497902196064,MEGALUL MEGALUL MEGALUL MEGALUL MEGALUL MEGALUL MEGALUL MEGALUL MEGALUL MEGALUL MEGALUL MEGALUL MEGALUL MEGALUL MEGALUL MEGALUL MEGALUL MEGALUL MEGALUL MEGALUL MEGALUL MEGALUL
chill,#enviosity,shotgunninja,1497902196481,I just found out gbguy and NoeyFN are the same person and I'm glad I did
chill,#enviosity,elasteelart,1497902197675,so good
chill,#shenryyr,novirtue1980,1497902199430,Whoo for OSsloth Bob
chill,#enviosity,victor4thewin,1497902199954,:(
chill,#enviosity,jaylang11,1497902200179,thats not nice
chill,#enviosity,elasteelart,1497902200561,ahahaha
variety,#totalbiscuit,halanaestra,1497902200564,@Doonbackfighter This stream has pre twilight Vampire rules!
chill,#enviosity,xxicayxx,1497902200881,LUL
chill,#enviosity,6feetunderground,1497902201712,enviLUL enviLUL enviLUL enviLUL
variety,#totalbiscuit,talismaniac77,1497902202123,Throw Crendor a bone. Or a blood pac. Whatever.
chill,#enviosity,corvusean,1497902205131,Nice timing on that
chill,#enviosity,johnny78914,1497902205317,ha
chill,#enviosity,scrtt,1497902205688,ElaSteelArt my wife and I really enjoy your work! We want to get a piece at some point
chill,#enviosity,tsukuyomi20,1497902205761,I say FUCK YOU
variety,#totalbiscuit,azureblu,1497902206342,neatsaucer
chill,#enviosity,shotgunninja,1497902208047,enviLUL enviLUL enviLUL enviLUL enviLUL enviLUL enviLUL enviLUL enviLUL enviLUL enviLUL enviLUL enviLUL enviLUL enviLUL enviLUL enviLUL enviLUL enviLUL enviLUL
chill,#enviosity,dkdonkeykongs,1497902208452,envi just got here heard depressing music what happen
chill,#shenryyr,willtellu,1497902210326,I don't understand the stalinfacial one
chill,#shenryyr,third_paradox,1497902212314,"Slow bob, pride of the US army"
variety,#totalbiscuit,schattenmensch,1497902214168,"Nice, a Flatulant!"
variety,#totalbiscuit,regnir147,1497902218581,blood!
chill,#enviosity,scrtt,1497902220147,SpyBoy690 hi btw
chill,#shenryyr,enderola,1497902221322,The Axis of Meh
chill,#enviosity,treesquirrels,1497902223130,dkdonkeykongs envi is in jail
chill,#enviosity,shotgunninja,1497902223685,@dkdonkeykongs enviV
chill,#enviosity,elasteelart,1497902224016,@scrtt :o thanks i'm so glad you both like it :D
chill,#enviosity,spyboy690,1497902226292,scrtt VoHiYo
chill,#shenryyr,entropicanomaly,1497902226913,BibleThump
chill,#shenryyr,xxdeadxaaron,1497902226916,Who ows Danzig?
chill,#enviosity,shotgunninja,1497902227842,enviDK
chill,#shenryyr,lemurlord,1497902228851,Germany basically won
chill,#enviosity,spyboy690,1497902231119,that fu timing LUL
variety,#totalbiscuit,spoiled_de,1497902234976,manliest of armor
chill,#enviosity,rksells,1497902237270,I say fuck you lmao
chill,#shenryyr,jegfaaraldri,1497902237936,that canada tentacle
variety,#totalbiscuit,straga,1497902238173,"So, a tank then"
variety,#totalbiscuit,cptbadshot,1497902238838,um what is a flatulant?
chill,#enviosity,xxicayxx,1497902239138,SpyBoy690 cant stop laughing LUL
chill,#shenryyr,brilicka15,1497902239143,Democratic but no elections like Wut
variety,#totalbiscuit,krisviking,1497902239641,One is a class and the other is a trait
chill,#shenryyr,cdupuy1234,1497902241002,Shen turn Germany Commie
variety,#totalbiscuit,gertaiusthelich,1497902241443,cynicalUL tfw you so bad ass your chest is your armor
variety,#totalbiscuit,bd1899,1497902246715,Looks like a Slowbeef.
chill,#shenryyr,ahmetof61,1497902247545,LUL nobody take them
variety,#totalbiscuit,rym144,1497902248088,p2w Kappa
chill,#shenryyr,itstehfruity,1497902251254,Canada with the illegal snake
chill,#shenryyr,mmendez12,1497902251980,Shen is that your bearista shirt?
chill,#enviosity,rarepeepeefarm,1497902252218,@enviosity new level uploaded :)
variety,#totalbiscuit,harperhex,1497902252588,cynicalUL
chill,#shenryyr,mufffinns,1497902253052,i love you Shen :)
variety,#totalbiscuit,ricekeks,1497902253252,Thy flesh is thy armour
chill,#shenryyr,powderless,1497902254668,canada blitzkrieg? @shenryyr
chill,#shenryyr,adjutantstormy,1497902254793,gonna have Grosspolan
chill,#shenryyr,trueicestrike,1497902256969,poland destroys russia yeah
chill,#shenryyr,griever20,1497902257035,No elections :>
chill,#shenryyr,the_then,1497902258103,@shenryyr look at canada go
variety,#totalbiscuit,vertiguous,1497902258350,flatulant does blight dmg
chill,#shenryyr,steel_zenith,1497902259833,Canada bee-lining moscow
variety,#totalbiscuit,mysterypork,1497902260045,"""That's pretty brutal!"""
variety,#totalbiscuit,theslikbandit,1497902261198,what a bleedmonster
chill,#enviosity,spyboy690,1497902262160,oh wow my twitch is behind
chill,#shenryyr,mufffinns,1497902262335,you are an amazing streamer
chill,#enviosity,clicj,1497902263424,My itching anus ruins my day
chill,#enviosity,shotgunninja,1497902263572,@RarePeePeeFarm Silver butthole squad
chill,#enviosity,noeyfn,1497902266706,I just found out that gbguy and jbman are the same person and I'm glad I did.
chill,#shenryyr,itstehfruity,1497902268141,Canada's pulling an illegal move in like 90% of HoI multiplayer games
chill,#enviosity,shadow135764,1497902270075,hi peepee :)
chill,#enviosity,shotgunninja,1497902272139,"@clicj look at mine, it's pink"
chill,#enviosity,spyboy690,1497902273665,xxicayxx LUL
variety,#totalbiscuit,dadeste,1497902274394,Dodger is back! cynicalGen2
variety,#totalbiscuit,newwillinium,1497902276043,Oh sweet! The Flaggelent is stronger the weaker it gets! That can be REALLY fun to play with.
chill,#enviosity,rarepeepeefarm,1497902277387,4Head
chill,#enviosity,xxicayxx,1497902278916,6feetunderground i love you
variety,#totalbiscuit,doonbackfighter,1497902279001,"flatulants are silent, but deadly"
chill,#shenryyr,lemurlord,1497902283586,HoI multiplayer... I need to see that
chill,#enviosity,ejs1982,1497902286274,Suppose to jump the second line right away
chill,#shenryyr,willtellu,1497902290184,strike while the sickle is bent
chill,#shenryyr,moobot,1497902290295,Topic: Communist States of Murica boissss shenStory in HOI4 (by residentsheeper 2h ago)
chill,#enviosity,elasteelart,1497902291071,@ShotgunNinja i legit lol'd
variety,#totalbiscuit,lonerarchon,1497902291815,probably the 50% condition
chill,#enviosity,gbguy,1497902292256,https://clips.twitch.tv/StylishSnappySageDxAbomb
variety,#totalbiscuit,encuser,1497902292983,gets you below half health and you can use heavy hitting skills
chill,#enviosity,xxicayxx,1497902296539,172C-0000-0278-1776 MingLee
chill,#shenryyr,itstehfruity,1497902296659,it's actually really fun @LemurLord
variety,#totalbiscuit,steeltooth493,1497902302077,Name him Strippin
chill,#shenryyr,lemurlord,1497902304361,it sounds fun
variety,#totalbiscuit,damnusername,1497902308099,this thing seems strong as fuck if he's paired with a proper team
chill,#shenryyr,ivanj05,1497902311938,"Shen, how are you fixed for destroyers after losses to Japan?"
variety,#totalbiscuit,regnir147,1497902313298,power in ze blood
chill,#enviosity,shotgunninja,1497902314450,@ElaSteelArt thickREKT
variety,#totalbiscuit,greytalon,1497902318539,stripB stripA stripM Squid1 Squid2 Squid3 Squid4
variety,#totalbiscuit,necrolord79,1497902319549,looks like you should stack hp on that guy
chill,#shenryyr,itstehfruity,1497902325348,usually all the major countries are controlled by really good players
variety,#totalbiscuit,schattenmensch,1497902327761,So he is a support with stronger bleeds than the jester ... sounds pretty fucking strong
chill,#shenryyr,mufffinns,1497902329116,how do you build forts?
variety,#totalbiscuit,lonerarchon,1497902331750,wait you transfer your own dots to others?
chill,#shenryyr,ritualsauce,1497902332271,LUL
chill,#enviosity,elasteelart,1497902332876,enviThump dat bad self-talk
variety,#totalbiscuit,theslikbandit,1497902333816,this hero is a tricky one to use
chill,#shenryyr,itstehfruity,1497902336026,so usually it lasts several hours and is a bucket of fun
chill,#shenryyr,i483,1497902337098,LUL
chill,#enviosity,rarepeepeefarm,1497902339568,@enviosity new level uploaded :)
chill,#shenryyr,grinbringer,1497902339878,:D
chill,#shenryyr,darkreapingx,1497902340439,PogChamp
variety,#totalbiscuit,marinealver,1497902340638,+40stress
chill,#enviosity,rarepeepeefarm,1497902342081,!quote 228
chill,#enviosity,automaticrobot,1497902342540,"Quote #228: ""I wanted to spread some love all over you @RarePeePeeFarm """
chill,#shenryyr,bobalonghazardly,1497902346749,Greece doing work! danSgame
variety,#totalbiscuit,halanaestra,1497902347341,because...
chill,#enviosity,noeyfn,1497902347407,You fuck and suck? enviHuh enviHuh enviHuh enviY
chill,#shenryyr,glasseyemarduke,1497902347725,what is that clay doing there?
chill,#shenryyr,ahmetof61,1497902348254,LUL
chill,#shenryyr,hoetown,1497902350237,circMeme
chill,#enviosity,gbguy,1497902350691,"""someone"" FeelsBadMan"
variety,#totalbiscuit,damnusername,1497902351014,I think he gets stronger every time he reaches 100 stress?
chill,#shenryyr,itstehfruity,1497902351909,RIP Canada's snake
variety,#totalbiscuit,damnusername,1497902352873,not sure
variety,#totalbiscuit,moobot,1497902353180,"This stream has been running for 2h 38m 26s. If you missed any of the stream, subscribers have unlimited instant access to all past VoDs"
chill,#shenryyr,futalord,1497902355919,And netherlands in the north as well
chill,#shenryyr,imgran,1497902356435,@shenryyr Who's that in Kola?
chill,#shenryyr,ezio1950,1497902361858,Greek superior tactics PogChamp
variety,#totalbiscuit,deadisation,1497902362542,that sounds... dangerous.
variety,#totalbiscuit,marinealver,1497902364648,maybe a lot o f virtue chance?
chill,#shenryyr,jakesfield,1497902365149,"canada looks like it's played by a fucking player, holy shit"
chill,#shenryyr,grinbringer,1497902366331,PogChamp
chill,#shenryyr,chrismen3,1497902369242,"Russia is breaking apart, nooooooo ;-;"
variety,#totalbiscuit,5pacetoast,1497902369513,that's probably intended for virtue cheesing
chill,#enviosity,neokraz,1497902369911,Envi you have to many stars to catch up to now enviThump
variety,#totalbiscuit,talismaniac77,1497902370711,Name him Strippin: strong but weirdly unreliable. :)
chill,#shenryyr,futalord,1497902373619,Paradropping moose!
chill,#shenryyr,ysion,1497902374698,circMeme c circClap
chill,#enviosity,shotgunninja,1497902375932,Jr's Daddy Issues? enviLUL
chill,#shenryyr,cs_hague,1497902376055,Operation Canada Geese
chill,#enviosity,treesquirrels,1497902377758,!jb
chill,#enviosity,automaticrobot,1497902378335,You're an awesome person treesquirrels! <3
chill,#enviosity,scrtt,1497902378557,!quote 194
chill,#enviosity,automaticrobot,1497902378935,"Quote #194: ""I think it's always best to start the day off with a loss""-Envi"
variety,#totalbiscuit,marinealver,1497902380044,get virtues and you control stress rather well
variety,#totalbiscuit,junberry,1497902380151,What's life without a little stress sbzySuure
variety,#totalbiscuit,vertiguous,1497902380248,maybe he gets skills that do more dmg when he has more stress?
chill,#shenryyr,lemurlord,1497902381282,these invasions LUL
chill,#shenryyr,third_paradox,1497902383318,Canada will reach Moscow eh?
variety,#totalbiscuit,luvonna,1497902385249,"There's a picture of bleeding wounds, yet the skill removes bleeding? What? :D"
chill,#enviosity,scrtt,1497902385253,Kreygasm
chill,#shenryyr,quad64,1497902385569,Canadaaaa!!!!!!
chill,#shenryyr,mrsmith1701,1497902385841,holy shot. ive never seen ai paradrop before PogChamp
chill,#shenryyr,darkreapingx,1497902386487,This is a beautiful rainbow stalin
chill,#shenryyr,cs_hague,1497902386556,Shittin up the Russian landscape
chill,#shenryyr,trueicestrike,1497902386625,Russia got cucked
variety,#totalbiscuit,5pacetoast,1497902389315,"if you don't become virtuous, but drop your stress to 0, the affliction gets dropped, so maybe you can do that over and over again?"
chill,#shenryyr,dart133,1497902389588,so many invasions
chill,#enviosity,xxicayxx,1497902391208,The puzzle needs clears LUL
chill,#enviosity,gbguy,1497902391837,#BringBackQuote194 #BringBackQuote194 #BringBackQuote194 #BringBackQuote194 #BringBackQuote194 #BringBackQuote194 #BringBackQuote194 #BringBackQuote194 #BringBackQuote194 #BringBackQuote194 #BringBackQuote194 #BringBackQuote194 #BringBackQuote194 #BringBackQuote194 #BringBackQuote194 #BringBackQuote194 #BringBackQuote194 #BringBackQuote194 #BringBackQuote194 #BringBackQuote194 #BringBackQuote194 #BringBackQuote194 #BringBackQuote194 #BringBackQuote194 #BringBackQuote194 #BringBackQuote194
chill,#shenryyr,ritualsauce,1497902393458,Operation Goose Droppings Jebaited
chill,#shenryyr,q_q______________,1497902393983,canada to moscow PogChamp
variety,#totalbiscuit,gneeder,1497902394020,"I agree, call him strippin"
chill,#enviosity,scrtt,1497902396202,!quote 247
chill,#shenryyr,itstehfruity,1497902400760,all of these AI look like really snaky players
chill,#enviosity,xxicayxx,1497902401413,THIS IS ONE SCREEN
chill,#shenryyr,trueicestrike,1497902401821,Yeah Russia should fall forever
variety,#totalbiscuit,marinealver,1497902403089,Increase virtue chance and test resolve for herorics
chill,#enviosity,xxicayxx,1497902403818,BabyRage
chill,#shenryyr,mufffinns,1497902404216,can you show me how to build a fort please?
variety,#totalbiscuit,natvader1,1497902406905,of what i read he cant get a virtue and he can only get rapturous at 100 stress
chill,#shenryyr,vitor361,1497902407787,Disable fog of war please @shenryyr
variety,#totalbiscuit,markzetsu,1497902408904,"Lmao Yes, Strippin the Flagelant"
chill,#enviosity,rarepeepeefarm,1497902410922,#quote 194
chill,#shenryyr,hellfire679,1497902414131,oh ai Squid2 Squid4
chill,#shenryyr,fyropyro42,1497902414722,"Poland said ""Noooo Russia, we partition YOU"""
variety,#totalbiscuit,natvader1,1497902415885,i dont really know what it does though
chill,#enviosity,rarepeepeefarm,1497902415901,4Head
chill,#enviosity,victor4thewin,1497902416463,Puzzle level Kreygasm
variety,#totalbiscuit,deadisation,1497902421096,the bleed stone for the flagelant ?
variety,#totalbiscuit,straga,1497902422428,Dodger is back!
chill,#enviosity,rarepeepeefarm,1497902428333,@enviosity hi
chill,#shenryyr,lemurlord,1497902433887,Mexico invasion when?
variety,#totalbiscuit,demolisho,1497902438570,Angry Joe seems stressed?
variety,#totalbiscuit,halanaestra,1497902442352,@Talismaniac77 Will he also tell people to stack physical on a magic damage character? doogTrash
chill,#shenryyr,lemurlord,1497902442754,Kappa
variety,#totalbiscuit,svatyfini,1497902442911,That is newest update?
variety,#totalbiscuit,demolisho,1497902443827,Nothing new
chill,#enviosity,shotgunninja,1497902451869,!quote 247
chill,#enviosity,automaticrobot,1497902452366,"Quote #247: ""I just watched Aura play this level for 8 hours. NOOOOOO!"""
variety,#totalbiscuit,lord_ned,1497902452739,"can you bleed yourself, then transfer it to an opponent? sounds quite powerful against enemies that bleed you"
chill,#enviosity,xxicayxx,1497902468988,No you dont do this
chill,#shenryyr,jakesfield,1497902471945,"country should be called ""Communal States of America"""
chill,#enviosity,scrtt,1497902472390,!quote 3
variety,#totalbiscuit,talismaniac77,1497902474259,Dodger is back?
variety,#totalbiscuit,rym144,1497902475823,"they should add a hooker character, supporting allies with removing stress"
variety,#totalbiscuit,crimsonfleshbite,1497902476098,DODGERS BACK
chill,#shenryyr,hoetown,1497902482626,who are you going to invade for resources next?
chill,#enviosity,rarepeepeefarm,1497902485287,@enviosity New level uploaded :) :) :)
chill,#shenryyr,wh1ppets,1497902490205,all military factors
variety,#totalbiscuit,vertiguous,1497902490288,@totalbiscuit can you check at the barracks if he gets skills that do more dmg at higher stress levels?
chill,#shenryyr,wheelz18,1497902490695,@shenryyr can you show your division templates real quick thanks
chill,#shenryyr,white_knighty,1497902491662,shenCat
variety,#totalbiscuit,markzetsu,1497902492555,DOGGO
chill,#enviosity,victor4thewin,1497902494377,Envi hurt himself yawning WutFace
chill,#shenryyr,ritualsauce,1497902496376,why is kanto still a live DansGame
variety,#totalbiscuit,fluffyabsol,1497902499721,doodBenny3
variety,#totalbiscuit,markzetsu,1497902500069,cynicalDoge
variety,#totalbiscuit,thephoenixwylde,1497902501713,cynicalBear cynicalBear cynicalBear
variety,#totalbiscuit,halanaestra,1497902505401,Strippin!
variety,#totalbiscuit,spoiled_de,1497902505792,"@TotalBiscuit i think you can exchange crests and stuff for one another now, check the two arrows next to the crests"
chill,#enviosity,johnny78914,1497902506446,Time for
chill,#shenryyr,imgran,1497902507136,@shenryyr industiralize the phillipines?
variety,#totalbiscuit,gneeder,1497902508215,Strippin
variety,#totalbiscuit,regnir147,1497902509463,yelper
variety,#totalbiscuit,markzetsu,1497902510770,Strippin
variety,#totalbiscuit,luvonna,1497902511415,Strippin!
variety,#totalbiscuit,dadeste,1497902512594,Pupper strats o3o
variety,#totalbiscuit,jaydpwnz,1497902516185,Totalspacebiscuit
chill,#shenryyr,inmijnsas,1497902518044,it got puppeted by russia
variety,#totalbiscuit,lonerarchon,1497902520651,maybe a typo>
variety,#totalbiscuit,danielsviper,1497902523328,Genna
variety,#totalbiscuit,straga,1497902527343,Strippin
variety,#totalbiscuit,regnir147,1497902527893,maybe related to trinket buffs?
variety,#totalbiscuit,damnusername,1497902528740,TB 2.0?
variety,#totalbiscuit,lonerarchon,1497902529113,Strippin?
variety,#totalbiscuit,gnomejon,1497902530197,Strippin
variety,#totalbiscuit,newwillinium,1497902531385,Spoony seems to love misery.
variety,#totalbiscuit,bd1899,1497902532018,Slowbeef
variety,#totalbiscuit,steeltooth493,1497902532312,Strippin
variety,#totalbiscuit,greyfroggy21,1497902532474,Strippin
variety,#totalbiscuit,dadeste,1497902533575,Sam
variety,#totalbiscuit,gertaiusthelich,1497902534273,Strippin
variety,#totalbiscuit,theslikbandit,1497902535187,lol Jim
chill,#enviosity,johnny78914,1497902535436,TAKE A DEWITO GivePLZ GivePLZ DoritosChip DoritosChip
variety,#totalbiscuit,limmitingzero,1497902537844,Sam Strippin
chill,#shenryyr,white_knighty,1497902538178,shenCat
variety,#totalbiscuit,schattenmensch,1497902538677,Slowbeef!
variety,#totalbiscuit,marinealver,1497902540149,There's a rare trinket that gives you better chance of virtue over infliction when stress is at 100
variety,#totalbiscuit,bd1899,1497902540387,For bad LPs
chill,#enviosity,maximillien997,1497902540857,yo envi
variety,#totalbiscuit,gertaiusthelich,1497902541044,100% Sam cynicalUL
variety,#totalbiscuit,otoger,1497902542226,Crendor
variety,#totalbiscuit,zetakh,1497902542485,"Yes, Strippin"
variety,#totalbiscuit,mintyfiz,1497902545429,Strippin!
variety,#totalbiscuit,straga,1497902545482,Strippin plays Bloodbowl soooooo
variety,#totalbiscuit,halanaestra,1497902545908,"Dodger is back, this is a sign! @TotalBiscuit"
variety,#totalbiscuit,ricekeks,1497902547027,"Strippin, he's playing Early Access on a regular base"
chill,#enviosity,noeyfn,1497902548268,Shellmet hits the muncher to activate the p
chill,#enviosity,xxicayxx,1497902549054,Maybe OpieOP
variety,#totalbiscuit,acebossrhino,1497902550829,Tear Oglf Grace
chill,#enviosity,tsukuyomi20,1497902551237,Thanks @Johnny78914
variety,#totalbiscuit,moobot,1497902551574,"Thank you for subbing, Frozenlyon! You now have access to VoDs, the best chat on Twitch, ad-free viewing and a ton of great cynicalHydra emotes cynicalUL"
variety,#totalbiscuit,dragossk,1497902551918,cynicalGen
variety,#totalbiscuit,demolisho,1497902554421,Ross from Game Grumps
variety,#totalbiscuit,acebossrhino,1497902557506,Tear of Grace
variety,#totalbiscuit,mysterypork,1497902557995,Yahtze?
variety,#totalbiscuit,mekboy_4000,1497902558279,Probably for DeathDoor and Virtue Builds
chill,#shenryyr,cdupuy1234,1497902558374,shenryyr industiralize the phillipines
variety,#totalbiscuit,frozenlyon,1497902559095,kek
variety,#totalbiscuit,harperhex,1497902559930,cynicalUL
variety,#totalbiscuit,theslikbandit,1497902564184,cynicalUL
variety,#totalbiscuit,deadisation,1497902564579,ohh the puns.
variety,#totalbiscuit,markzetsu,1497902564955,Yes stripWot
variety,#totalbiscuit,echidnaguy,1497902565676,Looks like Octo to me.
variety,#totalbiscuit,limmitingzero,1497902566252,cynicalGen2 cynicalBunny cynicalBear
variety,#totalbiscuit,brewmastar,1497902566922,Jirhad
variety,#totalbiscuit,greyfroggy21,1497902567449,cynicalUL
variety,#totalbiscuit,redsinder,1497902567531,cynicalUL cynicalUL cynicalAward cynicalUL cynicalUL
chill,#shenryyr,hoetown,1497902567590,what is the radar for?
variety,#totalbiscuit,necrolord79,1497902567616,do we have cox already?
variety,#totalbiscuit,talismaniac77,1497902570381,lol TB
